shift_name,severity_name,method_name,alpha,abstention_policy,abstention_threshold,metric_name,seed_count,expected_seed_count,complete_group,mean,std,ci_lower,ci_upper
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.6,acceptance_rate,3,3,True,0.9259,0.002551470164434564,0.9195617967441222,0.9322382032558777
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.6,number_abstained,3,3,True,741.0,25.514701644346147,677.6179674412216,804.3820325587784
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.6,number_accepted,3,3,True,9259.0,25.514701644346147,9195.617967441221,9322.382032558779
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.6,selective_accuracy,3,3,True,0.9427576961343714,0.0014604747546794253,0.939129675719213,0.9463857165495299
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.6,selective_risk,3,3,True,0.05724230386562856,0.0014604747546794253,0.05361428345047009,0.060870324280787036
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.7,abstention_rate,3,3,True,0.12343333333333334,0.0037634204300520764,0.11408447871786934,0.13278218794879734
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.7,acceptance_rate,3,3,True,0.8765666666666667,0.003763420430052049,0.8672178120512027,0.8859155212821307
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.7,number_abstained,3,3,True,1234.3333333333333,37.634204300520736,1140.8447871786932,1327.8218794879733
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.7,number_accepted,3,3,True,8765.666666666666,37.634204300520736,8672.178120512026,8859.155212821306
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.7,selective_accuracy,3,3,True,0.9599946356480693,0.00029001163948324756,0.9592742067975825,0.9607150644985561
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.7,selective_risk,3,3,True,0.04000536435193066,0.00029001163948324756,0.03928493550144378,0.04072579320241754
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.8,abstention_rate,3,3,True,0.17526666666666668,0.0048603840726153865,0.16319280329829214,0.18734053003504123
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.8,acceptance_rate,3,3,True,0.8247333333333334,0.0048603840726154195,0.8126594699649589,0.836807196701708
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.8,number_abstained,3,3,True,1752.6666666666667,48.60384072615386,1631.9280329829214,1873.405300350412
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.8,number_accepted,3,3,True,8247.333333333334,48.60384072615386,8126.594699649589,8368.07196701708
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.8,selective_accuracy,3,3,True,0.9727167646598168,0.0008100768278660875,0.9707044222622996,0.9747291070573341
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.8,selective_risk,3,3,True,0.027283235340183138,0.0008100768278660875,0.02527089294266591,0.029295577737700366
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.9,abstention_rate,3,3,True,0.24563333333333334,0.007259017380701984,0.22760093450768043,0.26366573215898625
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.9,acceptance_rate,3,3,True,0.7543666666666665,0.00725901738070196,0.7363342678410136,0.7723990654923194
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.9,number_abstained,3,3,True,2456.3333333333335,72.59017380701974,2276.0093450768045,2636.6573215898625
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.9,number_accepted,3,3,True,7543.666666666667,72.59017380701974,7363.342678410138,7723.9906549231955
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.9,selective_accuracy,3,3,True,0.983736616428192,0.0009061195256717965,0.9814856907431173,0.9859875421132667
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.9,selective_risk,3,3,True,0.016263383571808048,0.0009061195256717965,0.014012457886733417,0.018514309256882678
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.95,abstention_rate,3,3,True,0.30549999999999994,0.012899224782908475,0.2734565492644325,0.33754345073556735
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.95,acceptance_rate,3,3,True,0.6945,0.012899224782908433,0.6624565492644328,0.7265434507355673
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.95,number_abstained,3,3,True,3055.0,128.99224782908468,2734.5654926443262,3375.4345073556738
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.95,number_accepted,3,3,True,6945.0,128.99224782908468,6624.565492644326,7265.434507355674
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.95,selective_accuracy,3,3,True,0.9901612317584115,4.2638166264883074e-05,0.990055312681633,0.99026715083519
brightness_contrast,increased_contrast,standard_conformal,0.1,hybrid,0.95,selective_risk,3,3,True,0.009838768241588433,4.2638166264883074e-05,0.009732849164809956,0.00994468731836691
brightness_contrast,increased_contrast,standard_conformal,0.1,singleton_conformal,,abstention_rate,3,3,True,0.04016666666666667,0.003594903800289146,0.031236430566253824,0.049096902767079516
brightness_contrast,increased_contrast,standard_conformal,0.1,singleton_conformal,,acceptance_rate,3,3,True,0.9598333333333334,0.0035949038002891487,0.9509030972329205,0.9687635694337463
brightness_contrast,increased_contrast,standard_conformal,0.1,singleton_conformal,,number_abstained,3,3,True,401.6666666666667,35.94903800289144,312.3643056625383,490.96902767079507
brightness_contrast,increased_contrast,standard_conformal,0.1,singleton_conformal,,number_accepted,3,3,True,9598.333333333334,35.94903800289145,9509.030972329205,9687.635694337463
brightness_contrast,increased_contrast,standard_conformal,0.1,singleton_conformal,,selective_accuracy,3,3,True,0.9294448571066919,0.00519858400866723,0.9165308585230594,0.9423588556903244
brightness_contrast,increased_contrast,standard_conformal,0.1,singleton_conformal,,selective_risk,3,3,True,0.07055514289330818,0.00519858400866723,0.05764114430967571,0.08346914147694065
brightness_contrast,increased_contrast,standard_conformal,0.1,,,average_set_size,3,3,True,0.9598333333333334,0.0035949038002891487,0.9509030972329205,0.9687635694337463
brightness_contrast,increased_contrast,standard_conformal,0.1,,,coverage_gap,3,3,True,-0.007900000000000018,0.0018681541692269546,-0.012540752223140304,-0.0032592477768597318
brightness_contrast,increased_contrast,standard_conformal,0.1,,,empirical_coverage,3,3,True,0.8921,0.0018681541692269546,0.8874592477768597,0.8967407522231403
brightness_contrast,increased_contrast,standard_conformal,0.1,,,empty_set_rate,3,3,True,0.04016666666666667,0.003594903800289146,0.031236430566253824,0.049096902767079516
brightness_contrast,increased_contrast,standard_conformal,0.1,,,median_set_size,3,3,True,1.0,0.0,1.0,1.0
brightness_contrast,increased_contrast,standard_conformal,0.1,,,multiclass_set_rate,3,3,True,0.0,0.0,0.0,0.0
